building_id,uid,tile_id,gt_label,gt_label_idx,p_nodmg,p_minor,p_major,p_dest,pred_argmax,confidence_max,margin_top1_top2,entropy
santa-rosa-wildfire_00000236:0e3563b3-efb2-4108-90ef-67a03d1612ee,0e3563b3-efb2-4108-90ef-67a03d1612ee,santa-rosa-wildfire_00000236,no-damage,0,0.992519,0.000002,0.000019,0.007460,0,0.992519,0.985059,0.044226
santa-rosa-wildfire_00000236:14081efa-0dda-430d-8944-43ca81fe5c27,14081efa-0dda-430d-8944-43ca81fe5c27,santa-rosa-wildfire_00000236,no-damage,0,0.994969,0.000017,0.000021,0.004992,0,0.994969,0.989977,0.031896
santa-rosa-wildfire_00000236:1d20dbf0-b9f3-4df8-8063-7569ac0545f3,1d20dbf0-b9f3-4df8-8063-7569ac0545f3,santa-rosa-wildfire_00000236,no-damage,0,0.963491,0.000054,0.000074,0.036380,0,0.963491,0.927111,0.157626
santa-rosa-wildfire_00000236:1d7dae29-a3ad-4b3c-8d7c-8a8e14e488a8,1d7dae29-a3ad-4b3c-8d7c-8a8e14e488a8,santa-rosa-wildfire_00000236,no-damage,0,0.933908,0.000031,0.002132,0.063929,0,0.933908,0.869979,0.253101
santa-rosa-wildfire_00000236:1eb74b35-5944-46be-a17a-58ef846b11b5,1eb74b35-5944-46be-a17a-58ef846b11b5,santa-rosa-wildfire_00000236,no-damage,0,0.938588,0.000313,0.015108,0.045991,0,0.938588,0.892597,0.266973
santa-rosa-wildfire_00000236:20351101-5dcf-4df4-be9c-7cc04667420b,20351101-5dcf-4df4-be9c-7cc04667420b,santa-rosa-wildfire_00000236,no-damage,0,0.987166,0.000008,0.000150,0.012676,0,0.987166,0.974489,0.069537
santa-rosa-wildfire_00000236:26b72557-c9cd-49fb-ae7a-408c6a4044ce,26b72557-c9cd-49fb-ae7a-408c6a4044ce,santa-rosa-wildfire_00000236,no-damage,0,0.983381,0.000007,0.000220,0.016392,0,0.983381,0.966989,0.085801
santa-rosa-wildfire_00000236:29b2c088-5681-4deb-a04c-d3f14421a6c3,29b2c088-5681-4deb-a04c-d3f14421a6c3,santa-rosa-wildfire_00000236,no-damage,0,0.994562,0.000024,0.000002,0.005411,0,0.994562,0.989151,0.033951
santa-rosa-wildfire_00000236:2e62d201-7a77-4937-89c1-c3747b33a11f,2e62d201-7a77-4937-89c1-c3747b33a11f,santa-rosa-wildfire_00000236,no-damage,0,0.988893,0.000010,0.000013,0.011084,0,0.988893,0.977809,0.061214
santa-rosa-wildfire_00000236:2eb1b5f1-6e5b-4ffa-8860-c22b52220748,2eb1b5f1-6e5b-4ffa-8860-c22b52220748,santa-rosa-wildfire_00000236,no-damage,0,0.991095,0.000000,0.000001,0.008904,0,0.991095,0.982192,0.050914
santa-rosa-wildfire_00000236:310889ee-e4c4-4f60-a462-41721ebe9b28,310889ee-e4c4-4f60-a462-41721ebe9b28,santa-rosa-wildfire_00000236,no-damage,0,0.933363,0.000644,0.002684,0.063309,0,0.933363,0.870054,0.259703
santa-rosa-wildfire_00000236:32ce3592-e326-4162-8af0-6ddd066c7421,32ce3592-e326-4162-8af0-6ddd066c7421,santa-rosa-wildfire_00000236,no-damage,0,0.813333,0.000452,0.052844,0.133371,0,0.813333,0.679962,0.595603
santa-rosa-wildfire_00000236:35b8e554-6cb6-4cdc-9250-463abbcabe36,35b8e554-6cb6-4cdc-9250-463abbcabe36,santa-rosa-wildfire_00000236,no-damage,0,0.994068,0.000001,0.000009,0.005922,0,0.994068,0.988146,0.036412
santa-rosa-wildfire_00000236:3851576f-e453-4621-ba87-10fa638f505d,3851576f-e453-4621-ba87-10fa638f505d,santa-rosa-wildfire_00000236,no-damage,0,0.996802,0.000010,0.000025,0.003163,0,0.996802,0.993640,0.021777
santa-rosa-wildfire_00000236:394166ee-f3f2-4767-a2d2-c26d2e3c90ba,394166ee-f3f2-4767-a2d2-c26d2e3c90ba,santa-rosa-wildfire_00000236,no-damage,0,0.991797,0.000025,0.000113,0.008065,0,0.991797,0.983732,0.048336
santa-rosa-wildfire_00000236:3981f628-5382-4e9a-8c2b-2ff05858f073,3981f628-5382-4e9a-8c2b-2ff05858f073,santa-rosa-wildfire_00000236,no-damage,0,0.978580,0.000006,0.000109,0.021305,0,0.978580,0.957275,0.104256
santa-rosa-wildfire_00000236:3ccbd780-7722-41d4-9805-115f39799938,3ccbd780-7722-41d4-9805-115f39799938,santa-rosa-wildfire_00000236,no-damage,0,0.997410,0.000001,0.000002,0.002587,0,0.997410,0.994823,0.018042
santa-rosa-wildfire_00000236:42149ca9-81f6-4899-b239-8ed0c63642bf,42149ca9-81f6-4899-b239-8ed0c63642bf,santa-rosa-wildfire_00000236,no-damage,0,0.921169,0.000200,0.001025,0.077606,0,0.921169,0.843562,0.282767
santa-rosa-wildfire_00000236:46e721c0-5984-419f-9fea-db5848a94138,46e721c0-5984-419f-9fea-db5848a94138,santa-rosa-wildfire_00000236,no-damage,0,0.988875,0.000002,0.000100,0.011023,0,0.988875,0.977852,0.061697
santa-rosa-wildfire_00000236:49f8c873-5629-45b6-8f9a-afcf6a5a0e53,49f8c873-5629-45b6-8f9a-afcf6a5a0e53,santa-rosa-wildfire_00000236,no-damage,0,0.982504,0.000014,0.000205,0.017277,0,0.982504,0.965227,0.089358
santa-rosa-wildfire_00000236:532d1b3a-347e-492e-9928-d15f02bb7cd3,532d1b3a-347e-492e-9928-d15f02bb7cd3,santa-rosa-wildfire_00000236,no-damage,0,0.997181,0.000014,0.000016,0.002789,0,0.997181,0.994392,0.019549
santa-rosa-wildfire_00000236:537498db-6820-43eb-a9e2-8378249b5c29,537498db-6820-43eb-a9e2-8378249b5c29,santa-rosa-wildfire_00000236,no-damage,0,0.990578,0.000031,0.000011,0.009379,0,0.990578,0.981200,0.053622
santa-rosa-wildfire_00000236:53ff3cc5-18c2-4f85-81aa-abb7e6b2a8f2,53ff3cc5-18c2-4f85-81aa-abb7e6b2a8f2,santa-rosa-wildfire_00000236,no-damage,0,0.995472,0.000011,0.000002,0.004515,0,0.995472,0.990957,0.029050
santa-rosa-wildfire_00000236:58fdec03-2543-42bf-b3a7-d7c8c39dc6e1,58fdec03-2543-42bf-b3a7-d7c8c39dc6e1,santa-rosa-wildfire_00000236,no-damage,0,0.931082,0.000082,0.002250,0.066586,0,0.931082,0.864496,0.261376
santa-rosa-wildfire_00000236:5e913b1e-0e39-4b53-bc34-cb45cec51d0d,5e913b1e-0e39-4b53-bc34-cb45cec51d0d,santa-rosa-wildfire_00000236,no-damage,0,0.987041,0.000171,0.000422,0.012366,0,0.987041,0.974675,0.071962
santa-rosa-wildfire_00000236:65616822-1807-4c1b-b75f-c20044db3510,65616822-1807-4c1b-b75f-c20044db3510,santa-rosa-wildfire_00000236,no-damage,0,0.661933,0.000332,0.000438,0.337296,0,0.661933,0.324637,0.645730
santa-rosa-wildfire_00000236:672e486e-247e-4491-94de-dd4b2162f5ec,672e486e-247e-4491-94de-dd4b2162f5ec,santa-rosa-wildfire_00000236,no-damage,0,0.993370,0.000003,0.000001,0.006626,0,0.993370,0.986745,0.039899
santa-rosa-wildfire_00000236:6b0844a4-c3fd-41d1-b32a-153989b19c41,6b0844a4-c3fd-41d1-b32a-153989b19c41,santa-rosa-wildfire_00000236,no-damage,0,0.789179,0.000249,0.079428,0.131143,0,0.789179,0.658036,0.656514
santa-rosa-wildfire_00000236:6c6ecf14-abdd-4adb-a39d-c0b46114633c,6c6ecf14-abdd-4adb-a39d-c0b46114633c,santa-rosa-wildfire_00000236,no-damage,0,0.993967,0.000008,0.000003,0.006022,0,0.993967,0.987946,0.036932
santa-rosa-wildfire_00000236:757bdbeb-d3e4-4cb5-8511-b33cc2d812d1,757bdbeb-d3e4-4cb5-8511-b33cc2d812d1,santa-rosa-wildfire_00000236,no-damage,0,0.896209,0.000637,0.011415,0.091739,0,0.896209,0.804470,0.373100
santa-rosa-wildfire_00000236:7618cd00-18a5-47b5-b1e7-5145bbc0b91d,7618cd00-18a5-47b5-b1e7-5145bbc0b91d,santa-rosa-wildfire_00000236,no-damage,0,0.966057,0.000107,0.000963,0.032873,0,0.966057,0.933183,0.153293
santa-rosa-wildfire_00000236:77be2d9b-3f79-42ea-a7e6-75de2f6da620,77be2d9b-3f79-42ea-a7e6-75de2f6da620,santa-rosa-wildfire_00000236,no-damage,0,0.957684,0.006451,0.000001,0.035864,0,0.957684,0.921820,0.193311
santa-rosa-wildfire_00000236:780cd378-07d9-436b-8213-4ec7820b11bf,780cd378-07d9-436b-8213-4ec7820b11bf,santa-rosa-wildfire_00000236,no-damage,0,0.951884,0.000004,0.000004,0.048108,0,0.951884,0.903776,0.193016
santa-rosa-wildfire_00000236:789dabc1-5233-4f14-9fb7-d6d3fea024f4,789dabc1-5233-4f14-9fb7-d6d3fea024f4,santa-rosa-wildfire_00000236,no-damage,0,0.942781,0.000024,0.000488,0.056707,0,0.942781,0.886074,0.222263
santa-rosa-wildfire_00000236:7aced681-b284-4d61-afba-dd1daaa38907,7aced681-b284-4d61-afba-dd1daaa38907,santa-rosa-wildfire_00000236,no-damage,0,0.996712,0.000001,0.000002,0.003285,0,0.996712,0.993427,0.022103
santa-rosa-wildfire_00000236:7b61a5b6-9430-4d48-87ff-6507afb732be,7b61a5b6-9430-4d48-87ff-6507afb732be,santa-rosa-wildfire_00000236,no-damage,0,0.988999,0.000007,0.000092,0.010902,0,0.988999,0.978097,0.061143
santa-rosa-wildfire_00000236:7df5e632-0131-4d54-8b3f-e3c887df767d,7df5e632-0131-4d54-8b3f-e3c887df767d,santa-rosa-wildfire_00000236,no-damage,0,0.996162,0.000005,0.000077,0.003757,0,0.996162,0.992405,0.025596
santa-rosa-wildfire_00000236:7fad4a1f-b7e0-4779-b422-698c42e67bfb,7fad4a1f-b7e0-4779-b422-698c42e67bfb,santa-rosa-wildfire_00000236,no-damage,0,0.999586,0.000001,0.000000,0.000413,0,0.999586,0.999173,0.003640
santa-rosa-wildfire_00000236:817367e6-e3f7-44d8-9529-2b12d62673d8,817367e6-e3f7-44d8-9529-2b12d62673d8,santa-rosa-wildfire_00000236,no-damage,0,0.992018,0.000005,0.000024,0.007953,0,0.992018,0.984065,0.046719
santa-rosa-wildfire_00000236:851dc397-a45b-4309-870b-023b67bd882b,851dc397-a45b-4309-870b-023b67bd882b,santa-rosa-wildfire_00000236,no-damage,0,0.997563,0.000020,0.000000,0.002417,0,0.997563,0.995146,0.017214
santa-rosa-wildfire_00000236:8522fadc-c903-4595-bbdd-cec30dd32f60,8522fadc-c903-4595-bbdd-cec30dd32f60,santa-rosa-wildfire_00000236,no-damage,0,0.994576,0.000000,0.000002,0.005423,0,0.994576,0.989153,0.033726
santa-rosa-wildfire_00000236:884f2859-7102-461d-a096-f9347cf8cf03,884f2859-7102-461d-a096-f9347cf8cf03,santa-rosa-wildfire_00000236,no-damage,0,0.859772,0.000221,0.002652,0.137356,0,0.859772,0.722416,0.420167
santa-rosa-wildfire_00000236:88690a04-b3ea-40a6-b994-c7ba119dc366,88690a04-b3ea-40a6-b994-c7ba119dc366,santa-rosa-wildfire_00000236,no-damage,0,0.995771,0.000004,0.000019,0.004206,0,0.995771,0.991565,0.027487
santa-rosa-wildfire_00000236:89b85716-b5ec-41c4-a6c1-da03da7c7196,89b85716-b5ec-41c4-a6c1-da03da7c7196,santa-rosa-wildfire_00000236,no-damage,0,0.987256,0.000038,0.000181,0.012525,0,0.987256,0.974730,0.069469
santa-rosa-wildfire_00000236:8b01b9ed-3fdc-413b-b1c3-2c4d111bb92a,8b01b9ed-3fdc-413b-b1c3-2c4d111bb92a,santa-rosa-wildfire_00000236,no-damage,0,0.739444,0.000285,0.001124,0.259147,0,0.739444,0.480297,0.583106
santa-rosa-wildfire_00000236:923b7129-f9ce-4925-ac58-29846c7ed177,923b7129-f9ce-4925-ac58-29846c7ed177,santa-rosa-wildfire_00000236,no-damage,0,0.999331,0.000040,0.000000,0.000629,0,0.999331,0.998702,0.005711
santa-rosa-wildfire_00000236:945dcdbb-bf3f-4dd2-9f21-ef4655791b1c,945dcdbb-bf3f-4dd2-9f21-ef4655791b1c,santa-rosa-wildfire_00000236,no-damage,0,0.998353,0.000000,0.000001,0.001646,0,0.998353,0.996707,0.012208
santa-rosa-wildfire_00000236:982392d8-602c-4fbe-9d01-2e39b2cff0e0,982392d8-602c-4fbe-9d01-2e39b2cff0e0,santa-rosa-wildfire_00000236,no-damage,0,0.989229,0.000000,0.000012,0.010759,0,0.989229,0.978471,0.059612
santa-rosa-wildfire_00000236:984849b9-69b2-44b8-9668-a17d745d8a2c,984849b9-69b2-44b8-9668-a17d745d8a2c,santa-rosa-wildfire_00000236,no-damage,0,0.982346,0.000178,0.000053,0.017423,0,0.982346,0.964922,0.090121
santa-rosa-wildfire_00000236:9de08f06-d826-4ed2-a4f0-0ea4824a2330,9de08f06-d826-4ed2-a4f0-0ea4824a2330,santa-rosa-wildfire_00000236,no-damage,0,0.989103,0.000116,0.000149,0.010632,0,0.989103,0.978471,0.061516
santa-rosa-wildfire_00000236:a4da308a-151a-4ad1-8607-8d57061520d2,a4da308a-151a-4ad1-8607-8d57061520d2,santa-rosa-wildfire_00000236,no-damage,0,0.990586,0.000002,0.000015,0.009398,0,0.990586,0.981188,0.053422
santa-rosa-wildfire_00000236:a620439a-fe58-49f2-a3d3-925beca015f6,a620439a-fe58-49f2-a3d3-925beca015f6,santa-rosa-wildfire_00000236,no-damage,0,0.970237,0.000073,0.000019,0.029671,0,0.970237,0.940567,0.134586
santa-rosa-wildfire_00000236:ac7457b8-3324-4e6d-b3ff-15bc041383cb,ac7457b8-3324-4e6d-b3ff-15bc041383cb,santa-rosa-wildfire_00000236,no-damage,0,0.991642,0.000019,0.000047,0.008291,0,0.991642,0.983351,0.048737
santa-rosa-wildfire_00000236:af90651e-cdf9-48ae-8c2d-887bb4498cc7,af90651e-cdf9-48ae-8c2d-887bb4498cc7,santa-rosa-wildfire_00000236,no-damage,0,0.997449,0.000001,0.000001,0.002550,0,0.997449,0.994899,0.017794
santa-rosa-wildfire_00000236:b06efb40-c79e-42c5-b828-1448dc8db531,b06efb40-c79e-42c5-b828-1448dc8db531,santa-rosa-wildfire_00000236,no-damage,0,0.983949,0.000024,0.000161,0.015866,0,0.983949,0.968083,0.083331
santa-rosa-wildfire_00000236:b14f98b4-bbbd-4ce4-af4a-9b3cb692b161,b14f98b4-bbbd-4ce4-af4a-9b3cb692b161,santa-rosa-wildfire_00000236,no-damage,0,0.746472,0.000329,0.020935,0.232264,0,0.746472,0.514208,0.640926
santa-rosa-wildfire_00000236:b22f54fb-a83f-4e32-8f76-5576f7919738,b22f54fb-a83f-4e32-8f76-5576f7919738,santa-rosa-wildfire_00000236,no-damage,0,0.973708,0.000011,0.000279,0.026002,0,0.973708,0.947706,0.123247
santa-rosa-wildfire_00000236:ba1e141a-858e-4f41-8c57-c87ed9f78449,ba1e141a-858e-4f41-8c57-c87ed9f78449,santa-rosa-wildfire_00000236,no-damage,0,0.991966,0.000004,0.000084,0.007946,0,0.991966,0.984019,0.047261
santa-rosa-wildfire_00000236:ba65af11-4211-4805-a2da-1e5290a67c69,ba65af11-4211-4805-a2da-1e5290a67c69,santa-rosa-wildfire_00000236,no-damage,0,0.996329,0.000109,0.000001,0.003561,0,0.996329,0.992768,0.024745
santa-rosa-wildfire_00000236:c3dfcf4d-60b8-4963-81fb-a883fcca024e,c3dfcf4d-60b8-4963-81fb-a883fcca024e,santa-rosa-wildfire_00000236,no-damage,0,0.987008,0.000069,0.000454,0.012469,0,0.987008,0.974540,0.071732
santa-rosa-wildfire_00000236:c92c773d-8d2b-4887-9c70-87d26c2fa8c6,c92c773d-8d2b-4887-9c70-87d26c2fa8c6,santa-rosa-wildfire_00000236,no-damage,0,0.909295,0.000139,0.005006,0.085560,0,0.909295,0.823734,0.324564
santa-rosa-wildfire_00000236:ca534c9c-beaa-408d-a62d-bfd490164d3e,ca534c9c-beaa-408d-a62d-bfd490164d3e,santa-rosa-wildfire_00000236,no-damage,0,0.995893,0.000003,0.000009,0.004095,0,0.995893,0.991798,0.026759
santa-rosa-wildfire_00000236:cdad62bd-8c04-4e70-9964-3cd53bd71790,cdad62bd-8c04-4e70-9964-3cd53bd71790,santa-rosa-wildfire_00000236,no-damage,0,0.997086,0.000024,0.000003,0.002886,0,0.997086,0.994200,0.020086
santa-rosa-wildfire_00000236:cf4f0dff-4bb7-4656-8772-3c74bc41e072,cf4f0dff-4bb7-4656-8772-3c74bc41e072,santa-rosa-wildfire_00000236,no-damage,0,0.747814,0.000000,0.000010,0.252176,0,0.747814,0.495637,0.564834
santa-rosa-wildfire_00000236:cf8e583c-bf4d-4711-9616-9c7948dfd12f,cf8e583c-bf4d-4711-9616-9c7948dfd12f,santa-rosa-wildfire_00000236,no-damage,0,0.913232,0.000212,0.000005,0.086551,0,0.913232,0.826681,0.296534
santa-rosa-wildfire_00000236:d2f2d27b-cbfe-407b-bd1f-2bc6d6577e36,d2f2d27b-cbfe-407b-bd1f-2bc6d6577e36,santa-rosa-wildfire_00000236,no-damage,0,0.988737,0.000031,0.000373,0.010859,0,0.988737,0.977878,0.063579
santa-rosa-wildfire_00000236:d438466f-d993-4772-98cc-985f35e1acd4,d438466f-d993-4772-98cc-985f35e1acd4,santa-rosa-wildfire_00000236,no-damage,0,0.986622,0.000000,0.000009,0.013369,0,0.986622,0.973253,0.071084
santa-rosa-wildfire_00000236:d5995cc6-9922-428f-8a1a-b512378dd4b2,d5995cc6-9922-428f-8a1a-b512378dd4b2,santa-rosa-wildfire_00000236,no-damage,0,0.979306,0.000035,0.000360,0.020300,0,0.979306,0.959006,0.102798
santa-rosa-wildfire_00000236:d64aebfe-550e-4fe5-a16d-65c1ccb6a131,d64aebfe-550e-4fe5-a16d-65c1ccb6a131,santa-rosa-wildfire_00000236,no-damage,0,0.831858,0.001028,0.094949,0.072165,0,0.831858,0.736909,0.573466
santa-rosa-wildfire_00000236:d72d4e01-0f2c-4f67-9c15-288983726b9f,d72d4e01-0f2c-4f67-9c15-288983726b9f,santa-rosa-wildfire_00000236,no-damage,0,0.988695,0.000010,0.000061,0.011234,0,0.988695,0.977462,0.062376
santa-rosa-wildfire_00000236:da0c83d9-d629-40e3-bd82-8ef468fc04cf,da0c83d9-d629-40e3-bd82-8ef468fc04cf,santa-rosa-wildfire_00000236,no-damage,0,0.992064,0.000006,0.000061,0.007869,0,0.992064,0.984195,0.046698
santa-rosa-wildfire_00000236:dcbde5fc-aaa5-451c-bd07-39129287f2c9,dcbde5fc-aaa5-451c-bd07-39129287f2c9,santa-rosa-wildfire_00000236,no-damage,0,0.994536,0.000007,0.000020,0.005437,0,0.994536,0.989100,0.034096
santa-rosa-wildfire_00000236:dfc51d18-7266-4c80-b7d2-d07accbbb83b,dfc51d18-7266-4c80-b7d2-d07accbbb83b,santa-rosa-wildfire_00000236,no-damage,0,0.973734,0.000234,0.000380,0.025652,0,0.973734,0.948082,0.124836
santa-rosa-wildfire_00000236:e09ab318-fee6-4fff-a338-ce904a7839a1,e09ab318-fee6-4fff-a338-ce904a7839a1,santa-rosa-wildfire_00000236,no-damage,0,0.995366,0.000002,0.000010,0.004622,0,0.995366,0.990743,0.029621
santa-rosa-wildfire_00000236:e3a20734-6043-4944-bef2-c073173e0ae1,e3a20734-6043-4944-bef2-c073173e0ae1,santa-rosa-wildfire_00000236,no-damage,0,0.980569,0.000011,0.000075,0.019345,0,0.980569,0.961224,0.096401
santa-rosa-wildfire_00000236:e69e8f29-52bb-4b21-ab41-5b02f6abe1e7,e69e8f29-52bb-4b21-ab41-5b02f6abe1e7,santa-rosa-wildfire_00000236,no-damage,0,0.948244,0.000300,0.000000,0.051455,0,0.948244,0.896789,0.205501
santa-rosa-wildfire_00000236:e9983d80-d84e-4ea3-9bdd-d2395e3ae93e,e9983d80-d84e-4ea3-9bdd-d2395e3ae93e,santa-rosa-wildfire_00000236,no-damage,0,0.633946,0.000014,0.000037,0.366004,0,0.633946,0.267942,0.657350
santa-rosa-wildfire_00000236:ebd30489-5b9c-49f8-8656-5e5ae734d6a8,ebd30489-5b9c-49f8-8656-5e5ae734d6a8,santa-rosa-wildfire_00000236,no-damage,0,0.991135,0.000005,0.000020,0.008840,0,0.991135,0.982295,0.050906
santa-rosa-wildfire_00000236:ec8eaee2-2b71-498a-bb59-9cff3f1199f4,ec8eaee2-2b71-498a-bb59-9cff3f1199f4,santa-rosa-wildfire_00000236,no-damage,0,0.981833,0.000003,0.000043,0.018120,0,0.981833,0.963713,0.091150
santa-rosa-wildfire_00000236:ed18f5f7-42f6-45b8-be4f-337962a63475,ed18f5f7-42f6-45b8-be4f-337962a63475,santa-rosa-wildfire_00000236,no-damage,0,0.995473,0.000018,0.000011,0.004497,0,0.995473,0.990976,0.029147
santa-rosa-wildfire_00000236:ef42d2c6-391b-4201-8474-d9f12babccbb,ef42d2c6-391b-4201-8474-d9f12babccbb,santa-rosa-wildfire_00000236,no-damage,0,0.938274,0.000247,0.003451,0.058028,0,0.938274,0.880246,0.246593
santa-rosa-wildfire_00000236:f110364a-e501-42c9-bbf7-a006e37e237a,f110364a-e501-42c9-bbf7-a006e37e237a,santa-rosa-wildfire_00000236,no-damage,0,0.998176,0.000379,0.000004,0.001441,0,0.998176,0.996735,0.014289
santa-rosa-wildfire_00000236:f12b795e-47f2-484a-84eb-c601661f98ae,f12b795e-47f2-484a-84eb-c601661f98ae,santa-rosa-wildfire_00000236,no-damage,0,0.995448,0.000000,0.000000,0.004552,0,0.995448,0.990897,0.029092
santa-rosa-wildfire_00000236:f1403c6c-4ac2-4f30-8e4e-d937bfaaee1f,f1403c6c-4ac2-4f30-8e4e-d937bfaaee1f,santa-rosa-wildfire_00000236,no-damage,0,0.993322,0.000020,0.000231,0.006428,0,0.993322,0.986894,0.041242
santa-rosa-wildfire_00000236:f154efad-8613-4c5f-9600-4aee8cfb595e,f154efad-8613-4c5f-9600-4aee8cfb595e,santa-rosa-wildfire_00000236,no-damage,0,0.601005,0.050012,0.046573,0.302410,0,0.601005,0.298595,0.960313
santa-rosa-wildfire_00000236:f23ec787-ee32-47c5-addb-85065a46a533,f23ec787-ee32-47c5-addb-85065a46a533,santa-rosa-wildfire_00000236,no-damage,0,0.950020,0.000002,0.000003,0.049975,0,0.950020,0.900046,0.198512
santa-rosa-wildfire_00000236:f6f57727-db72-47b6-8035-aa8afbf84a66,f6f57727-db72-47b6-8035-aa8afbf84a66,santa-rosa-wildfire_00000236,no-damage,0,0.991235,0.000006,0.000045,0.008714,0,0.991235,0.982522,0.050578
santa-rosa-wildfire_00000236:f9649c64-64cb-402f-9998-77f93cb5141d,f9649c64-64cb-402f-9998-77f93cb5141d,santa-rosa-wildfire_00000236,no-damage,0,0.920452,0.000039,0.002060,0.077450,0,0.920452,0.843002,0.287556
santa-rosa-wildfire_00000236:fd3717a9-41f1-4b9b-b592-34edd96a0d1a,fd3717a9-41f1-4b9b-b592-34edd96a0d1a,santa-rosa-wildfire_00000236,no-damage,0,0.867216,0.000761,0.069550,0.062473,0,0.867216,0.797666,0.487650
santa-rosa-wildfire_00000236:fe9d8503-e669-4bdc-aaa1-48326f6aebca,fe9d8503-e669-4bdc-aaa1-48326f6aebca,santa-rosa-wildfire_00000236,no-damage,0,0.995949,0.000001,0.000004,0.004047,0,0.995949,0.991902,0.026398
santa-rosa-wildfire_00000206:75cada6e-7d04-4dfd-8c19-bc728322bddb,75cada6e-7d04-4dfd-8c19-bc728322bddb,santa-rosa-wildfire_00000206,no-damage,0,0.003963,0.000000,0.000000,0.996037,3,0.996037,0.992073,0.025880
santa-rosa-wildfire_00000206:97fbf270-917d-4fe5-a754-d8105c2a3767,97fbf270-917d-4fe5-a754-d8105c2a3767,santa-rosa-wildfire_00000206,no-damage,0,0.010143,0.000000,0.000001,0.989856,3,0.989856,0.979713,0.056677
santa-rosa-wildfire_00000206:a51853bf-74bc-4242-88e9-7a984306c3cc,a51853bf-74bc-4242-88e9-7a984306c3cc,santa-rosa-wildfire_00000206,no-damage,0,0.002308,0.000000,0.000000,0.997692,3,0.997692,0.995384,0.016319
santa-rosa-wildfire_00000206:e3256d13-d4c0-49ae-84ab-d4d8566894a3,e3256d13-d4c0-49ae-84ab-d4d8566894a3,santa-rosa-wildfire_00000206,no-damage,0,0.001635,0.000000,0.000000,0.998365,3,0.998365,0.996731,0.012122
santa-rosa-wildfire_00000178:11d647af-f8a1-494b-82a7-833b302aaef5,11d647af-f8a1-494b-82a7-833b302aaef5,santa-rosa-wildfire_00000178,destroyed,3,0.005364,0.000007,0.000004,0.994625,3,0.994625,0.989262,0.033539
santa-rosa-wildfire_00000178:1f9fe3a6-6391-45c0-955e-2d6530c73af9,1f9fe3a6-6391-45c0-955e-2d6530c73af9,santa-rosa-wildfire_00000178,destroyed,3,0.049438,0.000019,0.000000,0.950542,3,0.950542,0.901104,0.197085
santa-rosa-wildfire_00000178:270ce504-3bb0-41e9-bfea-7bed2bba6d4a,270ce504-3bb0-41e9-bfea-7bed2bba6d4a,santa-rosa-wildfire_00000178,destroyed,3,0.016050,0.000127,0.000099,0.983723,3,0.983723,0.967674,0.084519
santa-rosa-wildfire_00000178:319ee493-5e35-4ee1-96b8-c5131b6d2266,319ee493-5e35-4ee1-96b8-c5131b6d2266,santa-rosa-wildfire_00000178,destroyed,3,0.185369,0.001547,0.000885,0.812199,3,0.812199,0.626830,0.497602
santa-rosa-wildfire_00000178:32ac2701-12ec-4261-8a87-025d55b01b14,32ac2701-12ec-4261-8a87-025d55b01b14,santa-rosa-wildfire_00000178,no-damage,0,0.970061,0.000002,0.000000,0.029936,0,0.970061,0.940126,0.134555
santa-rosa-wildfire_00000178:4aaba208-0a68-4e20-a74c-9c6d7031cd5f,4aaba208-0a68-4e20-a74c-9c6d7031cd5f,santa-rosa-wildfire_00000178,destroyed,3,0.036152,0.000007,0.000000,0.963841,3,0.963841,0.927689,0.155603
santa-rosa-wildfire_00000178:61f62dde-f72d-46d3-941f-8b097f25ca63,61f62dde-f72d-46d3-941f-8b097f25ca63,santa-rosa-wildfire_00000178,no-damage,0,0.817108,0.000090,0.000054,0.182748,0,0.817108,0.634359,0.477020
santa-rosa-wildfire_00000178:6fdff934-77b2-4129-86b1-1d7d964577eb,6fdff934-77b2-4129-86b1-1d7d964577eb,santa-rosa-wildfire_00000178,destroyed,3,0.003127,0.000001,0.000000,0.996872,3,0.996872,0.993744,0.021178
santa-rosa-wildfire_00000178:6fe99860-9b99-44ff-aeb5-26f5c3dd0703,6fe99860-9b99-44ff-aeb5-26f5c3dd0703,santa-rosa-wildfire_00000178,destroyed,3,0.226263,0.001844,0.003143,0.768750,3,0.768750,0.542487,0.568131
santa-rosa-wildfire_00000178:72247e4d-1366-436e-965c-97fbbc90f44a,72247e4d-1366-436e-965c-97fbbc90f44a,santa-rosa-wildfire_00000178,destroyed,3,0.000944,0.000000,0.000168,0.998887,3,0.998887,0.997942,0.009157
santa-rosa-wildfire_00000178:7c658fc8-2761-474f-9129-a0982c3c2108,7c658fc8-2761-474f-9129-a0982c3c2108,santa-rosa-wildfire_00000178,destroyed,3,0.000197,0.000000,0.000005,0.999797,3,0.999797,0.999600,0.001955
santa-rosa-wildfire_00000178:9bebb8e9-5087-4a1b-a3bc-f31eaf4624cf,9bebb8e9-5087-4a1b-a3bc-f31eaf4624cf,santa-rosa-wildfire_00000178,destroyed,3,0.174233,0.001270,0.003023,0.821475,3,0.821475,0.647242,0.492000
santa-rosa-wildfire_00000178:a2b7a34f-b5a6-477d-94a8-7db48b1b53c0,a2b7a34f-b5a6-477d-94a8-7db48b1b53c0,santa-rosa-wildfire_00000178,destroyed,3,0.748874,0.001129,0.001663,0.248334,0,0.748874,0.500540,0.580792
