building_id,tile_id,uid,minor_score,major_score,final_minor_score,final_major_score,final_triage_score,vlm_reviewed,vlm_label,vlm_reasoning,gt_label
santa-rosa-wildfire_00000359:b6f9f2e9-ddfa-44a2-b1fb-89f65e97541c,santa-rosa-wildfire_00000359,b6f9f2e9-ddfa-44a2-b1fb-89f65e97541c,0.001536,0.000647,0.001536,0.000647,0.001536,0,,,
santa-rosa-wildfire_00000213:4d3fa80a-74b6-470e-b1fb-4136e5cf9e14,santa-rosa-wildfire_00000213,4d3fa80a-74b6-470e-b1fb-4136e5cf9e14,0.001535,0.000724,0.001535,0.000724,0.001535,0,,,
santa-rosa-wildfire_00000123:bec9ee23-ba16-4089-b56f-1ce5fe8a99b2,santa-rosa-wildfire_00000123,bec9ee23-ba16-4089-b56f-1ce5fe8a99b2,0.001535,0.000666,0.001535,0.000666,0.001535,0,,,
socal-fire_00000498:53f37bd6-25e0-4432-aae7-a823818ca5b5,socal-fire_00000498,53f37bd6-25e0-4432-aae7-a823818ca5b5,0.001535,0.000736,0.001535,0.000736,0.001535,0,,,
santa-rosa-wildfire_00000366:27fd5529-f080-46fb-b616-935373e9f81e,santa-rosa-wildfire_00000366,27fd5529-f080-46fb-b616-935373e9f81e,0.001535,0.000764,0.001535,0.000764,0.001535,0,,,
santa-rosa-wildfire_00000145:94b8e9b2-36fc-4707-8219-fe3fdc1b2aa4,santa-rosa-wildfire_00000145,94b8e9b2-36fc-4707-8219-fe3fdc1b2aa4,0.001535,0.001186,0.001535,0.001186,0.001535,0,,,
santa-rosa-wildfire_00000038:936c9eec-8b90-4afd-9b47-4f2a198c2670,santa-rosa-wildfire_00000038,936c9eec-8b90-4afd-9b47-4f2a198c2670,0.001534,0.001179,0.001534,0.001179,0.001534,0,,,
socal-fire_00001213:82b445a7-9a89-43f6-a099-80c8119ebecd,socal-fire_00001213,82b445a7-9a89-43f6-a099-80c8119ebecd,0.001534,0.000665,0.001534,0.000665,0.001534,0,,,
santa-rosa-wildfire_00000184:f52a1517-0924-4dcd-ba5a-fea559f788b6,santa-rosa-wildfire_00000184,f52a1517-0924-4dcd-ba5a-fea559f788b6,0.001534,0.000652,0.001534,0.000652,0.001534,0,,,
santa-rosa-wildfire_00000144:b66736e6-1574-4070-afc4-47e15f3ff8ea,santa-rosa-wildfire_00000144,b66736e6-1574-4070-afc4-47e15f3ff8ea,0.001534,0.000854,0.001534,0.000854,0.001534,0,,,
santa-rosa-wildfire_00000089:14a59b67-7113-424e-b9d5-9300c3d228fc,santa-rosa-wildfire_00000089,14a59b67-7113-424e-b9d5-9300c3d228fc,0.001534,0.000928,0.001534,0.000928,0.001534,0,,,
santa-rosa-wildfire_00000066:e166f873-c34d-4d24-9d35-59c4700d1e98,santa-rosa-wildfire_00000066,e166f873-c34d-4d24-9d35-59c4700d1e98,0.001534,0.000654,0.001534,0.000654,0.001534,0,,,
socal-fire_00000275:059afa66-492b-49a8-894e-c8a4ab4036a2,socal-fire_00000275,059afa66-492b-49a8-894e-c8a4ab4036a2,0.001534,0.000852,0.001534,0.000852,0.001534,0,,,
socal-fire_00001219:89786775-5ee3-4d96-98bb-a3d7e8133473,socal-fire_00001219,89786775-5ee3-4d96-98bb-a3d7e8133473,0.001533,0.001301,0.001533,0.001301,0.001533,0,,,
socal-fire_00000325:de078924-99c9-4b74-a908-9f2f2ecf18f8,socal-fire_00000325,de078924-99c9-4b74-a908-9f2f2ecf18f8,0.001533,0.00071,0.001533,0.00071,0.001533,0,,,
santa-rosa-wildfire_00000141:2c9abcf5-76eb-4cbd-af12-e53ba6c3d31b,santa-rosa-wildfire_00000141,2c9abcf5-76eb-4cbd-af12-e53ba6c3d31b,0.001533,0.000704,0.001533,0.000704,0.001533,0,,,
socal-fire_00000568:1af60ebc-590e-4342-b6e6-1e65b659ba2f,socal-fire_00000568,1af60ebc-590e-4342-b6e6-1e65b659ba2f,0.001533,0.001482,0.001533,0.001482,0.001533,0,,,
santa-rosa-wildfire_00000213:da582124-21d9-4144-87a1-6be589997fea,santa-rosa-wildfire_00000213,da582124-21d9-4144-87a1-6be589997fea,0.001533,0.000909,0.001533,0.000909,0.001533,0,,,
socal-fire_00000893:b4cc0751-1e4c-4367-b3c9-de544053bc15,socal-fire_00000893,b4cc0751-1e4c-4367-b3c9-de544053bc15,0.001533,0.000714,0.001533,0.000714,0.001533,0,,,
socal-fire_00000498:6e1a3bb0-bb9d-49cc-b1e3-307d53c969c9,socal-fire_00000498,6e1a3bb0-bb9d-49cc-b1e3-307d53c969c9,0.001533,0.000722,0.001533,0.000722,0.001533,0,,,
socal-fire_00000031:d3ef2580-e473-438a-b83f-62e9296b9644,socal-fire_00000031,d3ef2580-e473-438a-b83f-62e9296b9644,0.001533,0.000647,0.001533,0.000647,0.001533,0,,,
socal-fire_00000498:74f8d160-e56e-4b84-abeb-26fd72890fd9,socal-fire_00000498,74f8d160-e56e-4b84-abeb-26fd72890fd9,0.001533,0.000649,0.001533,0.000649,0.001533,0,,,
santa-rosa-wildfire_00000207:1df64892-b509-46f1-afd8-39704140e001,santa-rosa-wildfire_00000207,1df64892-b509-46f1-afd8-39704140e001,0.001533,0.000688,0.001533,0.000688,0.001533,0,,,
socal-fire_00000294:0d93689e-2d14-40b2-8b86-0dcc4dcfeca5,socal-fire_00000294,0d93689e-2d14-40b2-8b86-0dcc4dcfeca5,0.001532,0.00086,0.001532,0.00086,0.001532,0,,,
socal-fire_00001224:232733f7-ee65-4505-95ae-a46eed23a661,socal-fire_00001224,232733f7-ee65-4505-95ae-a46eed23a661,0.001532,0.000665,0.001532,0.000665,0.001532,0,,,
socal-fire_00000783:c411246e-4bd9-481a-a035-6db9048da55d,socal-fire_00000783,c411246e-4bd9-481a-a035-6db9048da55d,0.001532,0.000787,0.001532,0.000787,0.001532,0,,,
santa-rosa-wildfire_00000113:d7196288-7152-49a8-84d2-6a35f275ec05,santa-rosa-wildfire_00000113,d7196288-7152-49a8-84d2-6a35f275ec05,0.001532,0.000653,0.001532,0.000653,0.001532,0,,,
socal-fire_00000783:373fd43e-cdc0-4e67-9ed5-950ddd794f89,socal-fire_00000783,373fd43e-cdc0-4e67-9ed5-950ddd794f89,0.001532,0.000692,0.001532,0.000692,0.001532,0,,,
santa-rosa-wildfire_00000144:881a519f-3c98-4769-a4ad-81af39284689,santa-rosa-wildfire_00000144,881a519f-3c98-4769-a4ad-81af39284689,0.001531,0.000677,0.001531,0.000677,0.001531,0,,,
santa-rosa-wildfire_00000360:5c947f1a-3cbe-4c09-b487-87e675e6863e,santa-rosa-wildfire_00000360,5c947f1a-3cbe-4c09-b487-87e675e6863e,0.001531,0.001092,0.001531,0.001092,0.001531,0,,,
santa-rosa-wildfire_00000184:d89a3cde-6489-4aea-bddc-3b3b963bead4,santa-rosa-wildfire_00000184,d89a3cde-6489-4aea-bddc-3b3b963bead4,0.001531,0.000644,0.001531,0.000644,0.001531,0,,,
santa-rosa-wildfire_00000375:1bea32d2-c816-40aa-b1a4-f9caa07970f1,santa-rosa-wildfire_00000375,1bea32d2-c816-40aa-b1a4-f9caa07970f1,0.001531,0.000709,0.001531,0.000709,0.001531,0,,,
socal-fire_00000605:38dc9dbb-280c-49e4-b411-e9f2e8dedaae,socal-fire_00000605,38dc9dbb-280c-49e4-b411-e9f2e8dedaae,0.001531,0.00065,0.001531,0.00065,0.001531,0,,,
socal-fire_00000031:e004621e-0ffa-4d78-850c-e00f088f097a,socal-fire_00000031,e004621e-0ffa-4d78-850c-e00f088f097a,0.001531,0.000666,0.001531,0.000666,0.001531,0,,,
socal-fire_00001265:64536498-62ae-4d39-9294-8b1887c5c54b,socal-fire_00001265,64536498-62ae-4d39-9294-8b1887c5c54b,0.001531,0.000673,0.001531,0.000673,0.001531,0,,,
santa-rosa-wildfire_00000242:b592ef48-7ba6-4b20-9120-0e11f8816b34,santa-rosa-wildfire_00000242,b592ef48-7ba6-4b20-9120-0e11f8816b34,0.001531,0.000664,0.001531,0.000664,0.001531,0,,,
socal-fire_00000614:4e6c2468-f485-4d6c-8073-75ab0df6708c,socal-fire_00000614,4e6c2468-f485-4d6c-8073-75ab0df6708c,0.001531,0.001429,0.001531,0.001429,0.001531,0,,,
santa-rosa-wildfire_00000207:db93c44e-5777-4dc1-b3a8-323a760b261d,santa-rosa-wildfire_00000207,db93c44e-5777-4dc1-b3a8-323a760b261d,0.00153,0.00066,0.00153,0.00066,0.00153,0,,,
socal-fire_00001265:30fc6dd9-bd87-48f6-b38b-4a11a76db0ef,socal-fire_00001265,30fc6dd9-bd87-48f6-b38b-4a11a76db0ef,0.00153,0.000647,0.00153,0.000647,0.00153,0,,,
santa-rosa-wildfire_00000001:6019acc2-fb32-4b87-8f37-be116073be37,santa-rosa-wildfire_00000001,6019acc2-fb32-4b87-8f37-be116073be37,0.00153,0.000656,0.00153,0.000656,0.00153,0,,,
santa-rosa-wildfire_00000367:c72f64f2-93a8-4bdc-8297-cff5cb1cb1c6,santa-rosa-wildfire_00000367,c72f64f2-93a8-4bdc-8297-cff5cb1cb1c6,0.00153,0.000696,0.00153,0.000696,0.00153,0,,,
santa-rosa-wildfire_00000359:3b7c63fc-45ce-45d6-bc0d-909961f5dd13,santa-rosa-wildfire_00000359,3b7c63fc-45ce-45d6-bc0d-909961f5dd13,0.001529,0.000646,0.001529,0.000646,0.001529,0,,,
santa-rosa-wildfire_00000144:3b4264fb-1230-4eea-88cc-6816fe585dbf,santa-rosa-wildfire_00000144,3b4264fb-1230-4eea-88cc-6816fe585dbf,0.001529,0.000708,0.001529,0.000708,0.001529,0,,,
socal-fire_00001189:06f25771-79db-400d-ad1f-d040d5556de5,socal-fire_00001189,06f25771-79db-400d-ad1f-d040d5556de5,0.001529,0.00071,0.001529,0.00071,0.001529,0,,,
santa-rosa-wildfire_00000141:8168dbf8-5717-4e40-a0a0-2acc23bfe1f0,santa-rosa-wildfire_00000141,8168dbf8-5717-4e40-a0a0-2acc23bfe1f0,0.001529,0.000684,0.001529,0.000684,0.001529,0,,,
santa-rosa-wildfire_00000123:827345bf-2265-48d7-a602-44fc54b28001,santa-rosa-wildfire_00000123,827345bf-2265-48d7-a602-44fc54b28001,0.001528,0.000785,0.001528,0.000785,0.001528,0,,,
santa-rosa-wildfire_00000113:95479993-43ed-4d58-93db-5a94549f2870,santa-rosa-wildfire_00000113,95479993-43ed-4d58-93db-5a94549f2870,0.001528,0.000659,0.001528,0.000659,0.001528,0,,,
santa-rosa-wildfire_00000038:95b82e14-7cad-4242-8f8d-0c46242b07b5,santa-rosa-wildfire_00000038,95b82e14-7cad-4242-8f8d-0c46242b07b5,0.001528,0.000688,0.001528,0.000688,0.001528,0,,,
socal-fire_00001265:3d8b7869-6de8-4c92-b6c0-5f1ab0ef9eae,socal-fire_00001265,3d8b7869-6de8-4c92-b6c0-5f1ab0ef9eae,0.001528,0.000653,0.001528,0.000653,0.001528,0,,,
santa-rosa-wildfire_00000012:3a40e14f-2d33-41b1-9385-f5aa66f7250a,santa-rosa-wildfire_00000012,3a40e14f-2d33-41b1-9385-f5aa66f7250a,0.001528,0.001176,0.001528,0.001176,0.001528,0,,,
santa-rosa-wildfire_00000089:e73f401d-4a42-4e3a-8fb0-f398ff243e90,santa-rosa-wildfire_00000089,e73f401d-4a42-4e3a-8fb0-f398ff243e90,0.001406,0.001528,0.001406,0.001528,0.001528,0,,,
santa-rosa-wildfire_00000238:69ab68f8-1efd-4bd6-b6da-1f2161cf7e35,santa-rosa-wildfire_00000238,69ab68f8-1efd-4bd6-b6da-1f2161cf7e35,0.001527,0.000683,0.001527,0.000683,0.001527,0,,,
socal-fire_00000982:1b22b57c-706a-4d09-9916-669ca2fce94c,socal-fire_00000982,1b22b57c-706a-4d09-9916-669ca2fce94c,0.001527,0.000879,0.001527,0.000879,0.001527,0,,,
socal-fire_00000753:e89d5675-269b-45b8-b7fe-86934877c118,socal-fire_00000753,e89d5675-269b-45b8-b7fe-86934877c118,0.001527,0.000697,0.001527,0.000697,0.001527,0,,,
socal-fire_00000614:a027d564-cb33-45be-ac21-730d8e18919e,socal-fire_00000614,a027d564-cb33-45be-ac21-730d8e18919e,0.001527,0.000707,0.001527,0.000707,0.001527,0,,,
santa-rosa-wildfire_00000284:5b68d556-2aed-4ae8-9548-38e1742d1106,santa-rosa-wildfire_00000284,5b68d556-2aed-4ae8-9548-38e1742d1106,0.001527,0.001303,0.001527,0.001303,0.001527,0,,,
socal-fire_00001029:4be47a4e-91f3-4ea2-994f-867ab0517dbb,socal-fire_00001029,4be47a4e-91f3-4ea2-994f-867ab0517dbb,0.001527,0.000649,0.001527,0.000649,0.001527,0,,,
santa-rosa-wildfire_00000213:62aaf327-6685-46bc-adae-ff21888f1793,santa-rosa-wildfire_00000213,62aaf327-6685-46bc-adae-ff21888f1793,0.001527,0.000683,0.001527,0.000683,0.001527,0,,,
santa-rosa-wildfire_00000089:5c89e55d-d19f-4ab9-926c-fe169bb2b623,santa-rosa-wildfire_00000089,5c89e55d-d19f-4ab9-926c-fe169bb2b623,0.001527,0.000805,0.001527,0.000805,0.001527,0,,,
socal-fire_00000841:40b4ba56-d396-4057-b2e4-3786a0abf466,socal-fire_00000841,40b4ba56-d396-4057-b2e4-3786a0abf466,0.001527,0.000967,0.001527,0.000967,0.001527,0,,,
santa-rosa-wildfire_00000071:e97dcb4d-24cd-4374-a805-1e775071b4d1,santa-rosa-wildfire_00000071,e97dcb4d-24cd-4374-a805-1e775071b4d1,0.001526,0.000676,0.001526,0.000676,0.001526,0,,,
socal-fire_00001265:8179ac9d-ab71-4fbc-ad58-fa97826fb977,socal-fire_00001265,8179ac9d-ab71-4fbc-ad58-fa97826fb977,0.001526,0.00115,0.001526,0.00115,0.001526,0,,,
socal-fire_00000889:33f4dbf9-4278-43c3-848a-9fa438f3fc38,socal-fire_00000889,33f4dbf9-4278-43c3-848a-9fa438f3fc38,0.001526,0.000815,0.001526,0.000815,0.001526,0,,,
santa-rosa-wildfire_00000207:0a11e8a0-6526-4674-852f-e70648098396,santa-rosa-wildfire_00000207,0a11e8a0-6526-4674-852f-e70648098396,0.001526,0.000734,0.001526,0.000734,0.001526,0,,,
santa-rosa-wildfire_00000238:e3738060-aa76-48d3-b118-1e3fb329109c,santa-rosa-wildfire_00000238,e3738060-aa76-48d3-b118-1e3fb329109c,0.001526,0.00066,0.001526,0.00066,0.001526,0,,,
santa-rosa-wildfire_00000071:5623520c-1b53-4e7b-a3d3-87b59827cfcb,santa-rosa-wildfire_00000071,5623520c-1b53-4e7b-a3d3-87b59827cfcb,0.001526,0.000644,0.001526,0.000644,0.001526,0,,,
socal-fire_00001224:5d58aa02-cef3-479a-89bc-1e1d79f03001,socal-fire_00001224,5d58aa02-cef3-479a-89bc-1e1d79f03001,0.001526,0.001384,0.001526,0.001384,0.001526,0,,,
santa-rosa-wildfire_00000375:1d1936de-0481-4f96-93ad-1a26d0b76b28,santa-rosa-wildfire_00000375,1d1936de-0481-4f96-93ad-1a26d0b76b28,0.001526,0.000669,0.001526,0.000669,0.001526,0,,,
santa-rosa-wildfire_00000089:c6f78f51-c1ed-478d-82ea-936fb83f6cdd,santa-rosa-wildfire_00000089,c6f78f51-c1ed-478d-82ea-936fb83f6cdd,0.001525,0.000957,0.001525,0.000957,0.001525,0,,,
socal-fire_00001252:2901f2e9-57a7-43d9-82ba-a42e6dbdb5b5,socal-fire_00001252,2901f2e9-57a7-43d9-82ba-a42e6dbdb5b5,0.001525,0.000646,0.001525,0.000646,0.001525,0,,,
santa-rosa-wildfire_00000066:2f995445-90c2-4ea8-874e-3de477029624,santa-rosa-wildfire_00000066,2f995445-90c2-4ea8-874e-3de477029624,0.001525,0.000649,0.001525,0.000649,0.001525,0,,,
santa-rosa-wildfire_00000367:f19ac372-1c43-4aa0-bfbd-98a939cd9b97,santa-rosa-wildfire_00000367,f19ac372-1c43-4aa0-bfbd-98a939cd9b97,0.001525,0.000667,0.001525,0.000667,0.001525,0,,,
socal-fire_00000275:8c1a6f2a-08ca-411e-869d-15214ac89ff5,socal-fire_00000275,8c1a6f2a-08ca-411e-869d-15214ac89ff5,0.001525,0.001011,0.001525,0.001011,0.001525,0,,,
socal-fire_00000351:b9e2c530-809a-4258-840b-60a7bede7e38,socal-fire_00000351,b9e2c530-809a-4258-840b-60a7bede7e38,0.001525,0.001016,0.001525,0.001016,0.001525,0,,,
santa-rosa-wildfire_00000074:13db6d32-d71d-4d9a-aeb6-3da0a4ae7cf6,santa-rosa-wildfire_00000074,13db6d32-d71d-4d9a-aeb6-3da0a4ae7cf6,0.001525,0.000805,0.001525,0.000805,0.001525,0,,,
santa-rosa-wildfire_00000269:8d3dcd6f-70a7-475f-8a74-6f0eff8be1da,santa-rosa-wildfire_00000269,8d3dcd6f-70a7-475f-8a74-6f0eff8be1da,0.001524,0.000912,0.001524,0.000912,0.001524,0,,,
socal-fire_00001189:267f5e74-9ff3-46af-af57-d58f6659daca,socal-fire_00001189,267f5e74-9ff3-46af-af57-d58f6659daca,0.001524,0.000644,0.001524,0.000644,0.001524,0,,,
santa-rosa-wildfire_00000141:579261d8-07ff-4f68-bbc3-d69dad7611dd,santa-rosa-wildfire_00000141,579261d8-07ff-4f68-bbc3-d69dad7611dd,0.001524,0.000672,0.001524,0.000672,0.001524,0,,,
santa-rosa-wildfire_00000089:a2736d59-4222-4905-9f56-996f91eb827b,santa-rosa-wildfire_00000089,a2736d59-4222-4905-9f56-996f91eb827b,0.001524,0.000941,0.001524,0.000941,0.001524,0,,,
santa-rosa-wildfire_00000367:7a136a4f-e5d9-4d69-9d43-64bee8f47f2f,santa-rosa-wildfire_00000367,7a136a4f-e5d9-4d69-9d43-64bee8f47f2f,0.001524,0.000667,0.001524,0.000667,0.001524,0,,,
santa-rosa-wildfire_00000066:7348b23d-3a7a-4a3e-aaab-d6f7880bda14,santa-rosa-wildfire_00000066,7348b23d-3a7a-4a3e-aaab-d6f7880bda14,0.001524,0.000732,0.001524,0.000732,0.001524,0,,,
socal-fire_00000568:d5564889-08eb-46c7-891b-f8d4e40bb367,socal-fire_00000568,d5564889-08eb-46c7-891b-f8d4e40bb367,0.001524,0.000642,0.001524,0.000642,0.001524,0,,,
santa-rosa-wildfire_00000238:b17569cd-fb31-430b-b463-a03a2eb92632,santa-rosa-wildfire_00000238,b17569cd-fb31-430b-b463-a03a2eb92632,0.001523,0.000659,0.001523,0.000659,0.001523,0,,,
socal-fire_00001006:09f27a7d-bcf9-4cc3-9f28-85575a303888,socal-fire_00001006,09f27a7d-bcf9-4cc3-9f28-85575a303888,0.001523,0.000989,0.001523,0.000989,0.001523,0,,,
socal-fire_00000882:e232322a-0e3b-4836-8437-15ca339922be,socal-fire_00000882,e232322a-0e3b-4836-8437-15ca339922be,0.001523,0.00067,0.001523,0.00067,0.001523,0,,,
socal-fire_00001372:7bab0eb4-2d1e-467a-a4aa-370e82f01b25,socal-fire_00001372,7bab0eb4-2d1e-467a-a4aa-370e82f01b25,0.001523,0.000715,0.001523,0.000715,0.001523,0,,,
santa-rosa-wildfire_00000089:acc2b0b4-645c-4569-8f51-e6b8a814630b,santa-rosa-wildfire_00000089,acc2b0b4-645c-4569-8f51-e6b8a814630b,0.001523,0.000755,0.001523,0.000755,0.001523,0,,,
socal-fire_00001193:93583f69-9b59-41cb-a978-59b7594643df,socal-fire_00001193,93583f69-9b59-41cb-a978-59b7594643df,0.001523,0.000678,0.001523,0.000678,0.001523,0,,,
santa-rosa-wildfire_00000071:723ad9df-2652-4879-8f00-2f81deddb4e8,santa-rosa-wildfire_00000071,723ad9df-2652-4879-8f00-2f81deddb4e8,0.001523,0.000671,0.001523,0.000671,0.001523,0,,,
santa-rosa-wildfire_00000066:a8bc0d76-16c5-487f-aa92-ef59d9c45761,santa-rosa-wildfire_00000066,a8bc0d76-16c5-487f-aa92-ef59d9c45761,0.001523,0.000685,0.001523,0.000685,0.001523,0,,,
socal-fire_00000551:86399a1a-1439-43c0-8b8e-1ba3ccc5b517,socal-fire_00000551,86399a1a-1439-43c0-8b8e-1ba3ccc5b517,0.001523,0.000791,0.001523,0.000791,0.001523,0,,,
socal-fire_00000319:b1073be6-bb33-4ca3-b9dc-25219386e800,socal-fire_00000319,b1073be6-bb33-4ca3-b9dc-25219386e800,0.001523,0.0007,0.001523,0.0007,0.001523,0,,,
santa-rosa-wildfire_00000198:c27d7601-d26e-4680-bcc7-96d8beae7ea3,santa-rosa-wildfire_00000198,c27d7601-d26e-4680-bcc7-96d8beae7ea3,0.001522,0.000923,0.001522,0.000923,0.001522,0,,,
santa-rosa-wildfire_00000089:ae6b3cc6-7414-4bac-9174-cc668d21858d,santa-rosa-wildfire_00000089,ae6b3cc6-7414-4bac-9174-cc668d21858d,0.001522,0.00112,0.001522,0.00112,0.001522,0,,,
santa-rosa-wildfire_00000045:e6d89654-4ec0-4db9-a69b-1055efd8906e,santa-rosa-wildfire_00000045,e6d89654-4ec0-4db9-a69b-1055efd8906e,0.001522,0.000857,0.001522,0.000857,0.001522,0,,,
socal-fire_00000551:dfa99e6f-fdfc-4a6c-a258-132d0d157041,socal-fire_00000551,dfa99e6f-fdfc-4a6c-a258-132d0d157041,0.001522,0.000997,0.001522,0.000997,0.001522,0,,,
socal-fire_00000263:4524cb13-b357-42e9-a8ba-a66c606d11e3,socal-fire_00000263,4524cb13-b357-42e9-a8ba-a66c606d11e3,0.001522,0.000649,0.001522,0.000649,0.001522,0,,,
socal-fire_00000223:067f3099-2d06-4786-9cec-ea3fbc050f53,socal-fire_00000223,067f3099-2d06-4786-9cec-ea3fbc050f53,0.001521,0.000646,0.001521,0.000646,0.001521,0,,,
santa-rosa-wildfire_00000038:b8c327e1-81b1-408a-bdfb-2ce5d76ad0a3,santa-rosa-wildfire_00000038,b8c327e1-81b1-408a-bdfb-2ce5d76ad0a3,0.001521,0.000773,0.001521,0.000773,0.001521,0,,,
santa-rosa-wildfire_00000366:fc1f33a6-f735-483b-86fb-9bac302eb4a8,santa-rosa-wildfire_00000366,fc1f33a6-f735-483b-86fb-9bac302eb4a8,0.001521,0.000647,0.001521,0.000647,0.001521,0,,,
santa-rosa-wildfire_00000367:f3bbd666-177a-486b-a9dd-93c8385b71dd,santa-rosa-wildfire_00000367,f3bbd666-177a-486b-a9dd-93c8385b71dd,0.00152,0.000686,0.00152,0.000686,0.00152,0,,,
socal-fire_00000942:e090b898-6ba9-42cc-a755-7f374cb48821,socal-fire_00000942,e090b898-6ba9-42cc-a755-7f374cb48821,0.00152,0.000773,0.00152,0.000773,0.00152,0,,,
santa-rosa-wildfire_00000238:d3be9851-8590-468d-8a7b-6ef681eeae21,santa-rosa-wildfire_00000238,d3be9851-8590-468d-8a7b-6ef681eeae21,0.00152,0.000675,0.00152,0.000675,0.00152,0,,,
socal-fire_00000263:f9ec805d-e9b1-4c2b-88fa-004f4fce5e21,socal-fire_00000263,f9ec805d-e9b1-4c2b-88fa-004f4fce5e21,0.00152,0.000691,0.00152,0.000691,0.00152,0,,,
socal-fire_00001252:5fdb0655-e920-4351-b95c-1ce1157da5aa,socal-fire_00001252,5fdb0655-e920-4351-b95c-1ce1157da5aa,0.00152,0.000663,0.00152,0.000663,0.00152,0,,,
santa-rosa-wildfire_00000012:f7be2681-2f34-444d-aef7-0009f7804e2e,santa-rosa-wildfire_00000012,f7be2681-2f34-444d-aef7-0009f7804e2e,0.00152,0.000894,0.00152,0.000894,0.00152,0,,,
santa-rosa-wildfire_00000086:18d15520-02dd-4b90-91f2-5394caa9b7bd,santa-rosa-wildfire_00000086,18d15520-02dd-4b90-91f2-5394caa9b7bd,0.00152,0.000644,0.00152,0.000644,0.00152,0,,,
socal-fire_00000605:b4f183e7-96fe-4674-997e-aa4f3d73183d,socal-fire_00000605,b4f183e7-96fe-4674-997e-aa4f3d73183d,0.00152,0.00071,0.00152,0.00071,0.00152,0,,,
santa-rosa-wildfire_00000198:c5b358eb-1986-4a57-9175-df7e58333b32,santa-rosa-wildfire_00000198,c5b358eb-1986-4a57-9175-df7e58333b32,0.00152,0.000796,0.00152,0.000796,0.00152,0,,,
santa-rosa-wildfire_00000089:6c8c3127-960d-43e9-b2bf-20b5633dec95,santa-rosa-wildfire_00000089,6c8c3127-960d-43e9-b2bf-20b5633dec95,0.00152,0.001027,0.00152,0.001027,0.00152,0,,,
santa-rosa-wildfire_00000012:4820088a-c9c4-4ea0-92ba-4b22ffc34752,santa-rosa-wildfire_00000012,4820088a-c9c4-4ea0-92ba-4b22ffc34752,0.001519,0.001172,0.001519,0.001172,0.001519,0,,,
santa-rosa-wildfire_00000207:d20c10ff-b7b5-4213-9169-b4fae1d74a6a,santa-rosa-wildfire_00000207,d20c10ff-b7b5-4213-9169-b4fae1d74a6a,0.001519,0.00065,0.001519,0.00065,0.001519,0,,,
santa-rosa-wildfire_00000236:fe9d8503-e669-4bdc-aaa1-48326f6aebca,santa-rosa-wildfire_00000236,fe9d8503-e669-4bdc-aaa1-48326f6aebca,0.001519,0.000654,0.001519,0.000654,0.001519,0,,,
santa-rosa-wildfire_00000367:ba734020-a5f3-4fac-863a-9733e7191bec,santa-rosa-wildfire_00000367,ba734020-a5f3-4fac-863a-9733e7191bec,0.001519,0.000707,0.001519,0.000707,0.001519,0,,,
socal-fire_00000702:6d644091-d1b6-4f28-b4c8-55785b1732c2,socal-fire_00000702,6d644091-d1b6-4f28-b4c8-55785b1732c2,0.001519,0.00065,0.001519,0.00065,0.001519,0,,,
santa-rosa-wildfire_00000089:55b0f75d-9ffc-448d-9e21-2a3ce4dba180,santa-rosa-wildfire_00000089,55b0f75d-9ffc-448d-9e21-2a3ce4dba180,0.001519,0.000831,0.001519,0.000831,0.001519,0,,,
santa-rosa-wildfire_00000178:b17d89b7-39df-4447-bdf3-c84c948acd3a,santa-rosa-wildfire_00000178,b17d89b7-39df-4447-bdf3-c84c948acd3a,0.001518,0.00065,0.001518,0.00065,0.001518,0,,,
socal-fire_00000504:ad89f1b9-5c4b-48c8-b13d-ea4e5183e917,socal-fire_00000504,ad89f1b9-5c4b-48c8-b13d-ea4e5183e917,0.001518,0.000651,0.001518,0.000651,0.001518,0,,,
socal-fire_00001219:a7219b1b-4946-4861-8edc-b286acf659d4,socal-fire_00001219,a7219b1b-4946-4861-8edc-b286acf659d4,0.001518,0.001038,0.001518,0.001038,0.001518,0,,,
socal-fire_00001236:90290428-4208-4707-aa9f-bdedc871915c,socal-fire_00001236,90290428-4208-4707-aa9f-bdedc871915c,0.001518,0.000663,0.001518,0.000663,0.001518,0,,,
socal-fire_00000893:4eb00ac4-789a-4ed1-b0e8-2145f440cbb5,socal-fire_00000893,4eb00ac4-789a-4ed1-b0e8-2145f440cbb5,0.001518,0.000738,0.001518,0.000738,0.001518,0,,,
socal-fire_00000893:d875bbe2-8ab4-4a6b-8d94-ae7c90ac4648,socal-fire_00000893,d875bbe2-8ab4-4a6b-8d94-ae7c90ac4648,0.001518,0.000687,0.001518,0.000687,0.001518,0,,,
santa-rosa-wildfire_00000367:535caa4e-a895-428c-ae40-937bfb0c927b,santa-rosa-wildfire_00000367,535caa4e-a895-428c-ae40-937bfb0c927b,0.001518,0.000662,0.001518,0.000662,0.001518,0,,,
santa-rosa-wildfire_00000141:4aff6179-1b7d-4921-9605-e7133d979c46,santa-rosa-wildfire_00000141,4aff6179-1b7d-4921-9605-e7133d979c46,0.001518,0.000644,0.001518,0.000644,0.001518,0,,,
santa-rosa-wildfire_00000038:10ede486-a840-44bc-bb1e-96844999b0a8,santa-rosa-wildfire_00000038,10ede486-a840-44bc-bb1e-96844999b0a8,0.001518,0.000661,0.001518,0.000661,0.001518,0,,,
